player1,player2,similarity
De Gea,Marcelo,0.8062291688229453
Marcelo,De Gea,0.8062291688229453
Ángel Di María,Keylor Navas,0.8062743524589071
Keylor Navas,Ángel Di María,0.8062743524589071
Thibaut Courtois,Henrikh Mkhitaryan,0.8063084291105477
Henrikh Mkhitaryan,Thibaut Courtois,0.8063084291105478
Blaise Matuidi,Keylor Navas,0.806365395085197
Keylor Navas,Blaise Matuidi,0.806365395085197
Miranda,De Gea,0.8063750800066186
De Gea,Miranda,0.8063750800066187
Gianluigi Buffon,Henrikh Mkhitaryan,0.8064826689372976
Henrikh Mkhitaryan,Gianluigi Buffon,0.8064826689372977
Alexandre Lacazette,De Gea,0.8066116983192773
De Gea,Alexandre Lacazette,0.8066116983192773
Filipe Luís,Thibaut Courtois,0.8066942491129147
Thibaut Courtois,Filipe Luís,0.8066942491129147
Gianluigi Buffon,Filipe Luís,0.8068685723137282
Filipe Luís,Gianluigi Buffon,0.8068685723137283
Gonzalo Higuaín,Gonzalo Higuaín,0.8068818351560416
Keylor Navas,Henrikh Mkhitaryan,0.8069757204899928
Henrikh Mkhitaryan,Keylor Navas,0.8069757204899928
Thibaut Courtois,Thomas Müller,0.8071174256473633
Thomas Müller,Thibaut Courtois,0.8071174256473633
Jérôme Boateng,De Gea,0.807254411888203
De Gea,Jérôme Boateng,0.807254411888203
Sergio Agüero,Gonzalo Higuaín,0.8072825098989812
Gonzalo Higuaín,Sergio Agüero,0.8072825098989812
Thomas Müller,Gianluigi Buffon,0.8072918402948286
Gianluigi Buffon,Thomas Müller,0.8072918402948287
Vincent Kompany,De Gea,0.807337279999913
De Gea,Vincent Kompany,0.807337279999913
Filipe Luís,Keylor Navas,0.807361859792459
Keylor Navas,Filipe Luís,0.8073618597924591
Sergio Busquets,Manuel Neuer,0.8076424587136312
Manuel Neuer,Sergio Busquets,0.8076424587136312
Luka Modrić,Hugo Lloris,0.8076743601538076
Hugo Lloris,Luka Modrić,0.8076743601538076
Sergio Agüero,Sergio Agüero,0.807683383605688
Keylor Navas,Thomas Müller,0.807785386542834
Thomas Müller,Keylor Navas,0.8077853865428342
Giorgio Chiellini,Mesut Özil,0.8078396570834177
Mesut Özil,Giorgio Chiellini,0.8078396570834177
David Silva,Manuel Neuer,0.8079577075338938
Manuel Neuer,David Silva,0.807957707533894
Lionel Messi,Paulo Dybala,0.8080365698099978
Paulo Dybala,Lionel Messi,0.8080365698099978
De Gea,Robert Lewandowski,0.8081340950434187
Robert Lewandowski,De Gea,0.8081340950434187
Manuel Neuer,Diego Godín,0.808168405866865
Diego Godín,Manuel Neuer,0.808168405866865
Thibaut Courtois,Willian,0.8083013727880107
Willian,Thibaut Courtois,0.8083013727880107
Manuel Neuer,Coutinho,0.808356558710898
Coutinho,Manuel Neuer,0.808356558710898
Toby Alderweireld,Thibaut Courtois,0.8084387696464418
Thibaut Courtois,Toby Alderweireld,0.8084387696464418
Gianluigi Buffon,Willian,0.8084760432814243
Willian,Gianluigi Buffon,0.8084760432814243
Luis Suárez,Samir Handanovič,0.808586906218804
Samir Handanovič,Luis Suárez,0.808586906218804
Toby Alderweireld,Gianluigi Buffon,0.8086134698307329
Gianluigi Buffon,Toby Alderweireld,0.8086134698307329
Karim Benzema,Lionel Messi,0.8087261545266939
Lionel Messi,Karim Benzema,0.8087261545266939
Manuel Neuer,Javi Martinez,0.8088467902653317
Javi Martinez,Manuel Neuer,0.8088467902653317
Willian,Keylor Navas,0.8089703135042202
Keylor Navas,Willian,0.8089703135042202
Toby Alderweireld,Keylor Navas,0.8091078240706765
Keylor Navas,Toby Alderweireld,0.8091078240706765
Mesut Özil,Gonzalo Higuaín,0.8092324622023958
Gonzalo Higuaín,Mesut Özil,0.8092324622023958
Paulo Dybala,Antoine Griezmann,0.8093477874822653
Antoine Griezmann,Paulo Dybala,0.8093477874822653
De Gea,Sergio Busquets,0.8096056275858953
Sergio Busquets,De Gea,0.8096056275858954
Thibaut Courtois,Jordi Alba,0.8096223839416901
Jordi Alba,Thibaut Courtois,0.8096223839416901
Mesut Özil,Sergio Agüero,0.8096343042003739
Sergio Agüero,Mesut Özil,0.8096343042003739
Iniesta,Thibaut Courtois,0.8097034765624637
Thibaut Courtois,Iniesta,0.8097034765624637
Jordi Alba,Gianluigi Buffon,0.8097973399000029
Gianluigi Buffon,Jordi Alba,0.8097973399000029
Gianluigi Buffon,Iniesta,0.8098784500445474
Iniesta,Gianluigi Buffon,0.8098784500445474
Santi Cazorla,Thibaut Courtois,0.809910032261135
Thibaut Courtois,Santi Cazorla,0.8099100322611351
De Gea,David Silva,0.8099216426940917
David Silva,De Gea,0.8099216426940918
Karim Benzema,Antoine Griezmann,0.810038491202359
Antoine Griezmann,Karim Benzema,0.810038491202359
Gianluigi Buffon,Santi Cazorla,0.810085050379028
Santi Cazorla,Gianluigi Buffon,0.810085050379028
De Gea,Diego Godín,0.8101328531799398
Diego Godín,De Gea,0.8101328531799398
Keylor Navas,Jordi Alba,0.8102924179112045
Jordi Alba,Keylor Navas,0.8102924179112045
Andrea Barzagli,Lionel Messi,0.8103143927912606
Lionel Messi,Andrea Barzagli,0.8103143927912606
Coutinho,De Gea,0.8103214633746266
De Gea,Coutinho,0.8103214633746267
Iniesta,Keylor Navas,0.810373577643278
Keylor Navas,Iniesta,0.810373577643278
Miralem Pjanić,Thibaut Courtois,0.8104459479427633
Thibaut Courtois,Miralem Pjanić,0.8104459479427633
Santi Cazorla,Keylor Navas,0.810580304285018
Keylor Navas,Santi Cazorla,0.810580304285018
Gianluigi Buffon,Miralem Pjanić,0.8106210818697587
Miralem Pjanić,Gianluigi Buffon,0.8106210818697587
Cristiano Ronaldo,Paulo Dybala,0.8106330003413427
Paulo Dybala,Cristiano Ronaldo,0.8106330003413427
Javi Martinez,De Gea,0.8108128865545345
De Gea,Javi Martinez,0.8108128865545347
Diego Costa,Manuel Neuer,0.8109917102069273
Manuel Neuer,Diego Costa,0.8109917102069273
Cesc Fàbregas,Thibaut Courtois,0.811023292762467
Thibaut Courtois,Cesc Fàbregas,0.811023292762467
Miralem Pjanić,Keylor Navas,0.8111166634841658
Keylor Navas,Miralem Pjanić,0.8111166634841659
Cesc Fàbregas,Gianluigi Buffon,0.8111985514512255
Gianluigi Buffon,Cesc Fàbregas,0.8111985514512257
Cristiano Ronaldo,Karim Benzema,0.8113248008721236
Karim Benzema,Cristiano Ronaldo,0.8113248008721237
Manuel Neuer,Arturo Vidal,0.8113588625622551
Arturo Vidal,Manuel Neuer,0.8113588625622551
Manuel Neuer,Christian Eriksen,0.8114036279205442
Christian Eriksen,Manuel Neuer,0.8114036279205442
Mesut Özil,Mesut Özil,0.8115899371504752
Antoine Griezmann,Andrea Barzagli,0.8116293067340422
Andrea Barzagli,Antoine Griezmann,0.8116293067340422
David Alaba,Thibaut Courtois,0.811643351439101
Thibaut Courtois,David Alaba,0.8116433514391012
Cesc Fàbregas,Keylor Navas,0.8116944861076567
Keylor Navas,Cesc Fàbregas,0.8116944861076567
Harry Kane,Manuel Neuer,0.8117186941935792
Manuel Neuer,Harry Kane,0.8117186941935792
Mats Hummels,Manuel Neuer,0.8117583457579383
Manuel Neuer,Mats Hummels,0.8117583457579383
David Alaba,Gianluigi Buffon,0.8118187441199062
Gianluigi Buffon,David Alaba,0.8118187441199062
Thibaut Courtois,Thiago,0.8118547961203776
Thiago,Thibaut Courtois,0.8118547961203777
İlkay Gündoğan,Thibaut Courtois,0.8118733171295676
Thibaut Courtois,İlkay Gündoğan,0.8118733171295676
Paulo Dybala,Leonardo Bonucci,0.8118834697728967
Leonardo Bonucci,Paulo Dybala,0.8118834697728967
Gianluigi Buffon,Thiago,0.8120302344934802
Thiago,Gianluigi Buffon,0.8120302344934802
İlkay Gündoğan,Gianluigi Buffon,0.8120487595049816
Gianluigi Buffon,İlkay Gündoğan,0.8120487595049816
Marek Hamšik,Thibaut Courtois,0.8120795801386023
Thibaut Courtois,Marek Hamšik,0.8120795801386023
Marek Hamšik,Gianluigi Buffon,0.8122550670865764
Gianluigi Buffon,Marek Hamšik,0.8122550670865765
Keylor Navas,David Alaba,0.8123150579375642
David Alaba,Keylor Navas,0.8123150579375642
Marco Verratti,Thibaut Courtois,0.812326622234199
Thibaut Courtois,Marco Verratti,0.812326622234199
Ivan Rakitić,Thibaut Courtois,0.8123284718840504
Thibaut Courtois,Ivan Rakitić,0.8123284718840504
Manuel Neuer,Alexis Sánchez,0.8123835805698658
Alexis Sánchez,Manuel Neuer,0.8123835805698659
Giorgio Chiellini,Lionel Messi,0.8124249603569245
Lionel Messi,Giorgio Chiellini,0.8124249603569245
Paulo Dybala,Eden Hazard,0.8124578104193773
Eden Hazard,Paulo Dybala,0.8124578104193773
Gianluigi Buffon,Marco Verratti,0.8125021625669208
Marco Verratti,Gianluigi Buffon,0.8125021625669208
Ivan Rakitić,Gianluigi Buffon,0.8125040126164736
Gianluigi Buffon,Ivan Rakitić,0.8125040126164736
Keylor Navas,Thiago,0.8125266776079739
Thiago,Keylor Navas,0.8125266776079739
Radja Nainggolan,Thibaut Courtois,0.8125414765246107
Thibaut Courtois,Radja Nainggolan,0.8125414765246108
Keylor Navas,İlkay Gündoğan,0.8125452139449333
İlkay Gündoğan,Keylor Navas,0.8125452139449334
Leonardo Bonucci,Karim Benzema,0.8125763374640523
Karim Benzema,Leonardo Bonucci,0.8125763374640523
Radja Nainggolan,Gianluigi Buffon,0.8127170632864321
Gianluigi Buffon,Radja Nainggolan,0.8127170632864321
Marek Hamšik,Keylor Navas,0.8127516476548101
Keylor Navas,Marek Hamšik,0.8127516476548101
Sokratis,Paulo Dybala,0.8129005265634984
Paulo Dybala,Sokratis,0.8129005265634985
Andrea Barzagli,Cristiano Ronaldo,0.8129181425570987
Cristiano Ronaldo,Andrea Barzagli,0.8129181425570988
Diego Costa,De Gea,0.812963020238941
De Gea,Diego Costa,0.8129630202389411
Marco Verratti,Keylor Navas,0.8129988941995417
Keylor Navas,Marco Verratti,0.8129988941995417
Keylor Navas,Ivan Rakitić,0.8130007453801417
Ivan Rakitić,Keylor Navas,0.8130007453801417
Manuel Neuer,Edinson Cavani,0.8130512981140467
Edinson Cavani,Manuel Neuer,0.8130512981140467
Paulo Dybala,Romelu Lukaku,0.8130910011667468
Romelu Lukaku,Paulo Dybala,0.8130910011667468
Karim Benzema,Eden Hazard,0.8131511682573243
Eden Hazard,Karim Benzema,0.8131511682573244
Radja Nainggolan,Keylor Navas,0.8132139263008391
Keylor Navas,Radja Nainggolan,0.8132139263008391
De Gea,Arturo Vidal,0.8133310650462042
Arturo Vidal,De Gea,0.8133310650462042
Christian Eriksen,De Gea,0.8133759392174427
De Gea,Christian Eriksen,0.8133759392174427
Manuel Neuer,Dimitri Payet,0.8134823056735163
Dimitri Payet,Manuel Neuer,0.8134823056735164
Claudio Marchisio,Manuel Neuer,0.813513979544338
Manuel Neuer,Claudio Marchisio,0.813513979544338
Karim Benzema,Sokratis,0.813594262218859
Sokratis,Karim Benzema,0.813594262218859
Paulo Dybala,Franck Ribéry,0.8136701633179649
Franck Ribéry,Paulo Dybala,0.813670163317965
De Gea,Harry Kane,0.8136917713346867
Harry Kane,De Gea,0.8136917713346867
Jan Oblak,Luis Suárez,0.8137016994457066
Luis Suárez,Jan Oblak,0.8137016994457066
De Gea,Mats Hummels,0.8137315192816914
Mats Hummels,De Gea,0.8137315192816914
Antoine Griezmann,Giorgio Chiellini,0.8137432991613943
Giorgio Chiellini,Antoine Griezmann,0.8137432991613943
Romelu Lukaku,Karim Benzema,0.8137848993746207
Karim Benzema,Romelu Lukaku,0.8137848993746207
Lionel Messi,Gonzalo Higuaín,0.8138256710470335
Gonzalo Higuaín,Lionel Messi,0.8138256710470335
Leonardo Bonucci,Andrea Barzagli,0.8141721370122902
Andrea Barzagli,Leonardo Bonucci,0.8141721370122902
Sergio Agüero,Lionel Messi,0.8142297939028682
Lionel Messi,Sergio Agüero,0.8142297939028683
Thibaut Courtois,Luka Modrić,0.8142439951684153
Luka Modrić,Thibaut Courtois,0.8142439951684154
Manuel Neuer,Paul Pogba,0.8143247793784892
Paul Pogba,Manuel Neuer,0.8143247793784892
Arjen Robben,Paulo Dybala,0.8143266607727853
Paulo Dybala,Arjen Robben,0.8143266607727853
De Gea,Alexis Sánchez,0.8143582738769184
Alexis Sánchez,De Gea,0.8143582738769184
Franck Ribéry,Karim Benzema,0.81436455578734
Karim Benzema,Franck Ribéry,0.81436455578734
Gianluigi Buffon,Luka Modrić,0.814419949837284
Luka Modrić,Gianluigi Buffon,0.814419949837284
Andrea Barzagli,Eden Hazard,0.8147480967022306
Eden Hazard,Andrea Barzagli,0.8147480967022306
Luka Modrić,Keylor Navas,0.8149178539290636
Keylor Navas,Luka Modrić,0.8149178539290636
Marco Reus,Manuel Neuer,0.8149900758353683
Manuel Neuer,Marco Reus,0.8149900758353683
Karim Benzema,Arjen Robben,0.8150216135022132
Arjen Robben,Karim Benzema,0.8150216135022132
De Gea,Edinson Cavani,0.8150276144688774
Edinson Cavani,De Gea,0.8150276144688775
Cristiano Ronaldo,Giorgio Chiellini,0.8150354919223379
Giorgio Chiellini,Cristiano Ronaldo,0.8150354919223379
Antoine Griezmann,Gonzalo Higuaín,0.8151462828137419
Gonzalo Higuaín,Antoine Griezmann,0.815146282813742
Sokratis,Andrea Barzagli,0.8151920608455698
Andrea Barzagli,Sokratis,0.8151920608455698
Philipp Lahm,Manuel Neuer,0.8153084482500771
Manuel Neuer,Philipp Lahm,0.8153084482500772
Andrea Barzagli,Romelu Lukaku,0.8153830723891557
Romelu Lukaku,Andrea Barzagli,0.8153830723891557
Pepe,Paulo Dybala,0.8154486694308591
Paulo Dybala,Pepe,0.8154486694308593
Dimitri Payet,De Gea,0.8154596696956846
De Gea,Dimitri Payet,0.8154596696956847
Claudio Marchisio,De Gea,0.8154914205574527
De Gea,Claudio Marchisio,0.8154914205574527
Sergio Agüero,Antoine Griezmann,0.8155510614481021
Antoine Griezmann,Sergio Agüero,0.8155510614481022
Sergio Ramos,Manuel Neuer,0.8157682839034818
Manuel Neuer,Sergio Ramos,0.8157682839034818
Piqué,Manuel Neuer,0.8158647443163924
Manuel Neuer,Piqué,0.8158647443163924
Kevin De Bruyne,Manuel Neuer,0.8158951240848219
Manuel Neuer,Kevin De Bruyne,0.815895124084822
Manuel Neuer,Toni Kroos,0.8159085727621851
Toni Kroos,Manuel Neuer,0.8159085727621851
Andrea Barzagli,Franck Ribéry,0.815963867175464
Franck Ribéry,Andrea Barzagli,0.815963867175464
Paulo Dybala,Zlatan Ibrahimović,0.816090875382487
Zlatan Ibrahimović,Paulo Dybala,0.816090875382487
Pepe,Karim Benzema,0.8161445796912351
Karim Benzema,Pepe,0.8161445796912351
Stéphane Ruffier,Luis Suárez,0.8161509103431515
Luis Suárez,Stéphane Ruffier,0.8161509103431515
Mesut Özil,Lionel Messi,0.8161965270386182
Lionel Messi,Mesut Özil,0.8161965270386182
Leonardo Bonucci,Giorgio Chiellini,0.8162927525666137
Giorgio Chiellini,Leonardo Bonucci,0.8162927525666138
De Gea,Paul Pogba,0.8163041912352351
Paul Pogba,De Gea,0.8163041912352351
Pierre-Emerick Aubameyang,Paulo Dybala,0.816333703013449
Paulo Dybala,Pierre-Emerick Aubameyang,0.816333703013449
Laurent Koscielny,Paulo Dybala,0.8163935276773376
Paulo Dybala,Laurent Koscielny,0.8163935276773376
Cristiano Ronaldo,Gonzalo Higuaín,0.8164407034582468
Gonzalo Higuaín,Cristiano Ronaldo,0.8164407034582469
Manuel Neuer,Thiago Silva,0.8165564029825906
Thiago Silva,Manuel Neuer,0.8165564029825906
Dries Mertens,Paulo Dybala,0.8165596143846707
Paulo Dybala,Dries Mertens,0.8165596143846708
Andrea Barzagli,Arjen Robben,0.8166222152705221
Arjen Robben,Andrea Barzagli,0.8166222152705221
Gareth Bale,Manuel Neuer,0.8166390511634893
Manuel Neuer,Gareth Bale,0.8166390511634893
Karim Benzema,Zlatan Ibrahimović,0.8167873337064354
Zlatan Ibrahimović,Karim Benzema,0.8167873337064354
Cristiano Ronaldo,Sergio Agüero,0.8168461248653607
Sergio Agüero,Cristiano Ronaldo,0.8168461248653607
Giorgio Chiellini,Eden Hazard,0.8168702124172961
Eden Hazard,Giorgio Chiellini,0.8168702124172961
De Gea,Marco Reus,0.8169711048548586
Marco Reus,De Gea,0.8169711048548586
Pierre-Emerick Aubameyang,Karim Benzema,0.8170303685683933
Karim Benzema,Pierre-Emerick Aubameyang,0.8170303685683933
Karim Benzema,Laurent Koscielny,0.8170902442871172
Laurent Koscielny,Karim Benzema,0.8170902442871172
Neymar,Paulo Dybala,0.817091316910449
Paulo Dybala,Neymar,0.817091316910449
James Rodríguez,Manuel Neuer,0.8172275808160772
Manuel Neuer,James Rodríguez,0.8172275808160772
Karim Benzema,Dries Mertens,0.8172564727341429
Dries Mertens,Karim Benzema,0.8172564727341429
Manuel Neuer,Ángel Di María,0.8172758766395748
Ángel Di María,Manuel Neuer,0.8172758766395748
Philipp Lahm,De Gea,0.8172902511501473
De Gea,Philipp Lahm,0.8172902511501473
Sokratis,Giorgio Chiellini,0.8173153329220791
Giorgio Chiellini,Sokratis,0.8173153329220793
Blaise Matuidi,Manuel Neuer,0.8173681615324102
Manuel Neuer,Blaise Matuidi,0.8173681615324102
Bernd Leno,Luis Suárez,0.8173974509800244
Luis Suárez,Bernd Leno,0.8173974509800245
Petr Čech,Luis Suárez,0.8174439888658352
Luis Suárez,Petr Čech,0.8174439888658352
Romelu Lukaku,Giorgio Chiellini,0.8175068419796823
Giorgio Chiellini,Romelu Lukaku,0.8175068419796823
Mesut Özil,Antoine Griezmann,0.8175209860424328
Antoine Griezmann,Mesut Özil,0.8175209860424328
Juan Mata,Paulo Dybala,0.8175308211236731
Paulo Dybala,Juan Mata,0.8175308211236731
Leonardo Bonucci,Gonzalo Higuaín,0.8177001317592425
Gonzalo Higuaín,Leonardo Bonucci,0.8177001317592425
Andrea Barzagli,Pepe,0.8177473868264178
Pepe,Andrea Barzagli,0.8177473868264178
De Gea,Sergio Ramos,0.8177512045444921
Sergio Ramos,De Gea,0.8177512045444921
Neymar,Karim Benzema,0.8177886290190074
Karim Benzema,Neymar,0.8177886290190075
De Gea,Piqué,0.817847899427592
Piqué,De Gea,0.817847899427592
Kevin De Bruyne,De Gea,0.8178783530413414
De Gea,Kevin De Bruyne,0.8178783530413414
De Gea,Toni Kroos,0.8178918344089432
Toni Kroos,De Gea,0.8178918344089432
Manuel Neuer,Henrikh Mkhitaryan,0.8179868147597126
Henrikh Mkhitaryan,Manuel Neuer,0.8179868147597126
Franck Ribéry,Giorgio Chiellini,0.8180891495203598
Giorgio Chiellini,Franck Ribéry,0.8180891495203598
Sergio Agüero,Leonardo Bonucci,0.8181061785628998
Leonardo Bonucci,Sergio Agüero,0.8181061785628998
Karim Benzema,Juan Mata,0.8182285083085582
Juan Mata,Karim Benzema,0.8182285083085582
Gonzalo Higuaín,Eden Hazard,0.8182785872147197
Eden Hazard,Gonzalo Higuaín,0.8182785872147198
Manuel Neuer,Filipe Luís,0.8183782228901656
Filipe Luís,Manuel Neuer,0.8183782228901656
Andrea Barzagli,Zlatan Ibrahimović,0.8183914031311038
Zlatan Ibrahimović,Andrea Barzagli,0.8183914031311038
Thiago Silva,De Gea,0.8185412393362124
De Gea,Thiago Silva,0.8185412393362125
Marcelo,Paulo Dybala,0.8185529344891678
Paulo Dybala,Marcelo,0.8185529344891678
De Gea,Gareth Bale,0.8186240884133548
Gareth Bale,De Gea,0.8186240884133548
Andrea Barzagli,Pierre-Emerick Aubameyang,0.8186349152835082
Pierre-Emerick Aubameyang,Andrea Barzagli,0.8186349152835082
Sergio Agüero,Eden Hazard,0.8186849212630278
Eden Hazard,Sergio Agüero,0.8186849212630278
Laurent Koscielny,Andrea Barzagli,0.8186949085907471
Andrea Barzagli,Laurent Koscielny,0.8186949085907471
Paulo Dybala,Miranda,0.818701076025333
Miranda,Paulo Dybala,0.818701076025333
Gonzalo Higuaín,Sokratis,0.8187244751565953
Sokratis,Gonzalo Higuaín,0.8187244751565953
Arjen Robben,Giorgio Chiellini,0.8187492123673077
Giorgio Chiellini,Arjen Robben,0.8187492123673077
Manuel Neuer,Thomas Müller,0.8188075286161105
Thomas Müller,Manuel Neuer,0.8188075286161105
Mesut Özil,Cristiano Ronaldo,0.8188191776234538
Cristiano Ronaldo,Mesut Özil,0.8188191776234538
Andrea Barzagli,Dries Mertens,0.8188614634899084
Dries Mertens,Andrea Barzagli,0.8188614634899084
Romelu Lukaku,Gonzalo Higuaín,0.8189163143970426
Gonzalo Higuaín,Romelu Lukaku,0.8189163143970426
Paulo Dybala,Alexandre Lacazette,0.8189413112111468
Alexandre Lacazette,Paulo Dybala,0.8189413112111469
Sokratis,Sergio Agüero,0.8191310306202689
Sergio Agüero,Sokratis,0.8191310306202689
James Rodríguez,De Gea,0.8192140486285411
De Gea,James Rodríguez,0.8192140486285411
Marcelo,Karim Benzema,0.8192514939535782
Karim Benzema,Marcelo,0.8192514939535782
De Gea,Ángel Di María,0.8192624618466311
Ángel Di María,De Gea,0.8192624618466312
Romelu Lukaku,Sergio Agüero,0.8193229651226679
Sergio Agüero,Romelu Lukaku,0.8193229651226679
Blaise Matuidi,De Gea,0.8193549710600518
De Gea,Blaise Matuidi,0.8193549710600518
Andrea Barzagli,Neymar,0.8193946648639785
Neymar,Andrea Barzagli,0.8193946648639785
Karim Benzema,Miranda,0.819399761914887
Miranda,Karim Benzema,0.819399761914887
Gonzalo Higuaín,Franck Ribéry,0.81949962590047
Franck Ribéry,Gonzalo Higuaín,0.81949962590047
Paulo Dybala,Jérôme Boateng,0.8195938490976739
Jérôme Boateng,Paulo Dybala,0.819593849097674
Alexandre Lacazette,Karim Benzema,0.8196402021192837
Karim Benzema,Alexandre Lacazette,0.8196402021192837
Vincent Kompany,Paulo Dybala,0.8196779839052928
Paulo Dybala,Vincent Kompany,0.8196779839052929
Juan Mata,Andrea Barzagli,0.8198354080221151
Andrea Barzagli,Juan Mata,0.8198354080221151
Pepe,Giorgio Chiellini,0.8198773145765558
Giorgio Chiellini,Pepe,0.8198773145765558
Franck Ribéry,Sergio Agüero,0.8199065662821222
Sergio Agüero,Franck Ribéry,0.8199065662821223
Henrikh Mkhitaryan,De Gea,0.8199751280725323
De Gea,Henrikh Mkhitaryan,0.8199751280725323
Manuel Neuer,Willian,0.8200086237745603
Willian,Manuel Neuer,0.8200086237745603
Mesut Özil,Leonardo Bonucci,0.8200822749204515
Leonardo Bonucci,Mesut Özil,0.8200822749204515
Toby Alderweireld,Manuel Neuer,0.8201480106574558
Manuel Neuer,Toby Alderweireld,0.8201480106574558
Arjen Robben,Gonzalo Higuaín,0.820160826768935
Gonzalo Higuaín,Arjen Robben,0.820160826768935
Karim Benzema,Jérôme Boateng,0.8202932968867371
Jérôme Boateng,Karim Benzema,0.8202932968867371
Filipe Luís,De Gea,0.8203674876144047
De Gea,Filipe Luís,0.8203674876144048
Karim Benzema,Vincent Kompany,0.8203775034956577
Vincent Kompany,Karim Benzema,0.8203775034956577
Robert Lewandowski,Paulo Dybala,0.8204869788131042
Paulo Dybala,Robert Lewandowski,0.8204869788131043
Zlatan Ibrahimović,Giorgio Chiellini,0.8205230083041488
Giorgio Chiellini,Zlatan Ibrahimović,0.8205230083041489
Arjen Robben,Sergio Agüero,0.8205680954842743
Sergio Agüero,Arjen Robben,0.8205680954842745
Mesut Özil,Eden Hazard,0.8206624155458996
Eden Hazard,Mesut Özil,0.8206624155458996
Luis Suárez,Hugo Lloris,0.8207398948747293
Hugo Lloris,Luis Suárez,0.8207398948747293
Giorgio Chiellini,Pierre-Emerick Aubameyang,0.8207671547151265
Pierre-Emerick Aubameyang,Giorgio Chiellini,0.8207671547151265
De Gea,Thomas Müller,0.8207978368709723
Thomas Müller,De Gea,0.8207978368709723
Laurent Koscielny,Giorgio Chiellini,0.820827304282614
Giorgio Chiellini,Laurent Koscielny,0.820827304282614
Lionel Messi,Lionel Messi,0.8208292639616444
Marcelo,Andrea Barzagli,0.8208604026845713
Andrea Barzagli,Marcelo,0.8208604026845713
Dries Mertens,Giorgio Chiellini,0.8209942929953311
Giorgio Chiellini,Dries Mertens,0.8209942929953311
Miranda,Andrea Barzagli,0.8210089618258403
Andrea Barzagli,Miranda,0.8210089618258403
Mesut Özil,Sokratis,0.821109602458963
Sokratis,Mesut Özil,0.821109602458963
Karim Benzema,Robert Lewandowski,0.821187188806039
Robert Lewandowski,Karim Benzema,0.821187188806039
Alexandre Lacazette,Andrea Barzagli,0.8212498742250965
Andrea Barzagli,Alexandre Lacazette,0.8212498742250965
Pepe,Gonzalo Higuaín,0.8212908739514434
Gonzalo Higuaín,Pepe,0.8212908739514434
Romelu Lukaku,Mesut Özil,0.8213020005699754
Mesut Özil,Romelu Lukaku,0.8213020005699754
Jordi Alba,Manuel Neuer,0.8213487681496503
Manuel Neuer,Jordi Alba,0.8213487681496503
Iniesta,Manuel Neuer,0.8214310352972731
Manuel Neuer,Iniesta,0.8214310352972731
Neymar,Giorgio Chiellini,0.821528883160636
Giorgio Chiellini,Neymar,0.821528883160636
Manuel Neuer,Santi Cazorla,0.8216405827011284
Santi Cazorla,Manuel Neuer,0.8216405827011284
Pepe,Sergio Agüero,0.821698703816315
Sergio Agüero,Pepe,0.821698703816315
Franck Ribéry,Mesut Özil,0.8218870113901262
Mesut Özil,Franck Ribéry,0.8218870113901262
Jérôme Boateng,Andrea Barzagli,0.8219042515899958
Andrea Barzagli,Jérôme Boateng,0.8219042515899958
Zlatan Ibrahimović,Gonzalo Higuaín,0.8219376809265989
Gonzalo Higuaín,Zlatan Ibrahimović,0.821937680926599
Giorgio Chiellini,Juan Mata,0.8219707742907482
Juan Mata,Giorgio Chiellini,0.8219707742907482
Paulo Dybala,Sergio Busquets,0.8219810047395031
Sergio Busquets,Paulo Dybala,0.8219810047395031
Andrea Barzagli,Vincent Kompany,0.8219886235702941
Vincent Kompany,Andrea Barzagli,0.8219886235702941
De Gea,Willian,0.8220018515795303
Willian,De Gea,0.8220018515795304
Toby Alderweireld,De Gea,0.8221415772757047
De Gea,Toby Alderweireld,0.8221415772757048
Lionel Messi,Antoine Griezmann,0.822161240603585
Antoine Griezmann,Lionel Messi,0.822161240603585
Pierre-Emerick Aubameyang,Gonzalo Higuaín,0.8221822482730532
Gonzalo Higuaín,Pierre-Emerick Aubameyang,0.8221822482730532
Miralem Pjanić,Manuel Neuer,0.8221842604621042
Manuel Neuer,Miralem Pjanić,0.8221842604621042
Laurent Koscielny,Gonzalo Higuaín,0.8222425015450625
Gonzalo Higuaín,Laurent Koscielny,0.8222425015450626
David Silva,Paulo Dybala,0.8223018503553158
Paulo Dybala,David Silva,0.8223018503553158
Sergio Agüero,Zlatan Ibrahimović,0.8223458319775566
Zlatan Ibrahimović,Sergio Agüero,0.8223458319775566
Dries Mertens,Gonzalo Higuaín,0.8224097781648314
Gonzalo Higuaín,Dries Mertens,0.8224097781648314
Diego Godín,Paulo Dybala,0.8225162893382643
Paulo Dybala,Diego Godín,0.8225162893382643
Arjen Robben,Mesut Özil,0.8225501384844359
Mesut Özil,Arjen Robben,0.8225501384844359
Pierre-Emerick Aubameyang,Sergio Agüero,0.8225905207692514
Sergio Agüero,Pierre-Emerick Aubameyang,0.8225905207692515
Laurent Koscielny,Sergio Agüero,0.822650803961335
Sergio Agüero,Laurent Koscielny,0.822650803961335
Karim Benzema,Sergio Busquets,0.8226824897458267
Sergio Busquets,Karim Benzema,0.8226824897458267
Paulo Dybala,Coutinho,0.8227077825691045
Coutinho,Paulo Dybala,0.8227077825691045
Manuel Neuer,Cesc Fàbregas,0.8227699674112532
